GENDER,AGE,EMPLOYMENT,STATE,REGION,EDUCATION,QA_M1,QA_M2,QA_M3,QA_M4,QA_M5,QA_M6,QA_M7,QA_M8,QB,QC,QD,Q1,Q2,Q3,Q4,Q5_M1,Q5_M2,Q5_M3,Q5_M4,Q5_M5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14_M1,Q14_M2,Q14_M3,Q14_M4,Q14_M5,Q15,QE,QF,QG,QH,QI,QJ
Male,41,"	Work full-time ",Georgia,South,"	Bachelor’s degree",Maintain data in ready-to-use formats,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Maintain the distributed systems that execute data pipelines,,,,,,Data Management Lead,Yes,We have partially implemented DataOps into our company’s data processes,We are confident they won’t break,Sometimes,30,40,Focusing too much time on finding and fixing errors,Focusing too much on maintaining data pipelines and/or manual processes,Constantly playing catch up with stakeholder requests,,,Agree somewhat,Often,Sometimes,Somewhat likely,"Yes, multiple times",Somewhat difficult,Somewhat effectively,Very important,Organization isn’t sure how to implement this,Lack of the right skills among employees,,,,Agree strongly,5,4,4,200,$25 Million to under $50 Million,Manufacturing
Male,35,"	Work full-time ",Georgia,South,"	Graduate or post-graduate work",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,"Develop, maintain, and optimize data systems to make data available for analysis",Maintain the distributed systems that execute data pipelines,Ensure that the data architecture will scale appropriately,,,,,Data Management Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,Rarely,10,10,I have never felt burnt out from my job,,,,,Disagree somewhat,Rarely,Rarely,Not at all likely,"No, never",Not very difficult,Somewhat effectively,Very important,,,,,,Agree somewhat,9,8,16,1000,$50 Million to under $100 Million,Banking
Male,60,"	Work full-time ",Wisconsin,Midwest,"	Graduate or post-graduate work",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Maintain the distributed systems that execute data pipelines,Write tests to ensure that bad data is detected and acted upon in production,"Develop, maintain, and optimize data systems to make data available for analysis",Write and test code,Maintain data in ready-to-use formats,Create data pipelines,,Data & Analytics Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,All the time,90,95,Focusing too much on maintaining data pipelines and/or manual processes,Fast pace of requests from stakeholders,Focusing too much time on finding and fixing errors,,,Agree strongly,All the time,All the time,Very likely,"Yes, multiple times",Very difficult,Very effectively,Very important,,,,,,Agree strongly,5,5,5,550,$10 Million to under $25 Million,Information technology (IT) / software
Male,41,"	Work full-time ",Florida,South,"	Graduate or post-graduate work",Put analytics into production,"Develop, maintain, and optimize data systems to make data available for analysis",Write and test code,Create data pipelines,Ensure that the data architecture will scale appropriately,Maintain data in ready-to-use formats,Write tests to ensure that bad data is detected and acted upon in production,,Big Data Engineer,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,Sometimes,78,75,Focusing too much time on finding and fixing errors,Focusing too much on maintaining data pipelines and/or manual processes,Fast pace of requests from stakeholders,,,Agree somewhat,All the time,All the time,Very likely,"Yes, multiple times",Somewhat difficult,Very effectively,Essential,,,,,,Agree strongly,8,5,11,500,$10 Million to under $25 Million,Information technology (IT) / software
Female,42,"	Work full-time ",Michigan,Midwest,"	Bachelor’s degree",Maintain data in ready-to-use formats,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Write tests to ensure that bad data is detected and acted upon in production,,,,,,Data Engineer,Yes,"We have not implemented DataOps into our processes, but have plans to",We frequently hope and pray that things don’t break,Sometimes,15,10,Constantly playing catch up with stakeholder requests,Unreasonable requests from stakeholders,Fast pace of requests from stakeholders,,,Agree somewhat,Sometimes,Sometimes,Not very likely,"Yes, once",Not very difficult,Somewhat effectively,Somewhat important,Difficulty communicating or engaging with other departments within company,,,,,Agree strongly,15,10,25,350,$100 Million to under $250 Million,Information technology (IT) / software
Male,44,"	Work full-time ",Washington,West,"	Graduate or post-graduate work",Ensure that the data architecture will scale appropriately,Create data pipelines,Write tests to ensure that bad data is detected and acted upon in production,Put analytics into production,Write and test code,Maintain data in ready-to-use formats,"Develop, maintain, and optimize data systems to make data available for analysis",,Data & Analytics Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,All the time,30,15,Focusing too much on maintaining data pipelines and/or manual processes,Focusing too much time on finding and fixing errors,Lack of feedback on the products delivered,,,Agree strongly,Sometimes,Rarely,Somewhat likely,"No, never",Not very difficult,Very effectively,Essential,,,,,,Disagree strongly,20,15,20,1000,$100 Million to under $250 Million,Science / engineering
Male,37,"	Work full-time ",Louisiana,South,"	Bachelor’s degree",Ensure that the data architecture will scale appropriately,"Develop, maintain, and optimize data systems to make data available for analysis",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Maintain data in ready-to-use formats,,,,,Data Engineer,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,Sometimes,20,15,Focusing too much on maintaining data pipelines and/or manual processes,Unreasonable requests from stakeholders,Lack of feedback on the products delivered,,,Disagree somewhat,Sometimes,Rarely,Not very likely,"Yes, once",Not very difficult,Very effectively,Very important,,,,,,Agree strongly,5,3,10,900,$25 Million to under $50 Million,Banking
Male,43,"	Work full-time ",Florida,South,"	Graduate or post-graduate work",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Create data pipelines,Maintain data in ready-to-use formats,"Develop, maintain, and optimize data systems to make data available for analysis",,,,,ETL Developer,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,All the time,70,70,Fast pace of requests from stakeholders,Focusing too much time on finding and fixing errors,Constantly playing catch up with stakeholder requests,Lack of feedback on the products delivered,,Agree strongly,All the time,All the time,Very likely,"Yes, multiple times",Not at all difficult,Somewhat effectively,Very important,,,,,,Agree strongly,5,10,10,1000,$500 Million to under $1 Billion,Information technology (IT) / software
Male,36,"	Work full-time ",Wisconsin,Midwest,"	Graduate or post-graduate work",Maintain the distributed systems that execute data pipelines,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Write tests to ensure that bad data is detected and acted upon in production,Write and test code,,,,,Data Management Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,30,40,Focusing too much time on finding and fixing errors,Focusing too much on maintaining data pipelines and/or manual processes,Fast pace of requests from stakeholders,Lack of feedback on the products delivered,,Agree somewhat,Often,Often,Very likely,"Yes, multiple times",Somewhat difficult,Somewhat effectively,Very important,,,,,,Agree strongly,4,4,11,550,$50 Million to under $100 Million,Accounting
Male,40,"	Work full-time ",Washington,West,"	Bachelor’s degree",Maintain data in ready-to-use formats,"Develop, maintain, and optimize data systems to make data available for analysis",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,,,,,,Data Management Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,Sometimes,15,10,Focusing too much time on finding and fixing errors,Unreasonable requests from stakeholders,Constantly playing catch up with stakeholder requests,Fast pace of requests from stakeholders,,Agree somewhat,All the time,Sometimes,Not very likely,"Yes, multiple times",Somewhat difficult,Very effectively,Very important,,,,,,Agree somewhat,4,7,15,1500,$500 Million to under $1 Billion,Information technology (IT) / software
